,Contract Name,Strike,Last Price,Bid,Ask,Volume,Sign
0,SHOP240126P00077000,77.0,0.01,0.0,0.02,2796,0.000130
1,SHOP240126P00078000,78.0,0.01,0.01,0.02,320,0.000192
2,SHOP240126P00079000,79.0,0.02,0.01,0.03,138,0.000253
3,SHOP240126P00080000,80.0,0.03,0.01,0.04,791,0.000313
4,SHOP240126P00081000,81.0,0.08,0.05,0.09,1307,0.000864
5,SHOP240126P00082000,82.0,0.35,0.34,0.37,1534,0.004329
6,SHOP240126P00083000,83.0,1.01,1.1,1.19,345,0.013795
7,SHOP240126P00084000,84.0,1.76,2.03,2.26,25,0.025536
8,SHOP240126P00085000,85.0,3.1,3.05,3.2,58,0.036765
9,SHOP240126P00086000,86.0,4.2,4.0,4.2,2,0.047674
