Symbol     Value     
--------------------
PBR        0.00024518
SHOP       0.00013294
BABA       0.00008190
PDD        0.00004743
SHEL       0.00004566
TSM        0.00004297
SONY       0.00003835
AZN        0.00003301
BUD        0.00003185
NVO        0.00003039
HSBC       0.00002403
ASML       0.00000712
