,Contract Name,Strike,Last Price,Bid,Ask,Volume,Sign
0,SHOP240126P00078000,78.0,0.02,0.01,0.03,295,0.0002564102564102564
1,SHOP240126P00079000,79.0,0.03,0.01,0.03,127,0.00025316455696202533
2,SHOP240126P00080000,80.0,0.04,0.02,0.05,786,0.00043750000000000006
3,SHOP240126P00081000,81.0,0.14,0.09,0.11,1269,0.0012345679012345679
4,SHOP240126P00082000,82.0,0.5,0.48,0.49,1387,0.0059146341463414635
5,SHOP240126P00083000,83.0,1.45,1.22,1.39,330,0.01572289156626506
6,SHOP240126P00084000,84.0,1.76,2.32,2.53,25,0.028869047619047617
7,SHOP240126P00085000,85.0,3.4,3.3,3.4,48,0.03941176470588235
8,SHOP240126P00086000,86.0,4.2,4.2,4.35,2,0.0497093023255814
9,SHOP240126P00087000,87.0,6.75,5.25,5.4,3,0.06120689655172414
