Symbol     Value     
--------------------
PBR        0.00025364
SHOP       0.00013007
BABA       0.00007904
PDD        0.00005117
SHEL       0.00004871
TSM        0.00004453
AZN        0.00004308
SONY       0.00003959
BUD        0.00003186
NVO        0.00002612
HSBC       0.00002404
ASML       0.00000637
